n_obs,condition,algorithm,trial,ctrl_ms,max_ep,min_clear,tube_safe,collision_free,task_success,qp_infeas_pct
10,disturbed,CBF-QP,0,8.144622258064441,0.7808116823652864,0.7050816317145875,True,True,True,nan
10,disturbed,CBF-QP,1,8.131974642001031,0.6955385154953665,0.6327056684542619,True,True,True,nan
10,disturbed,CBF-QP,2,8.11309884567015,1.2870411672412279,0.9202264728160927,False,True,True,nan
10,disturbed,CBF-QP,3,8.15037267931454,0.7359364238586044,0.557748338362116,True,True,True,nan
10,disturbed,CBF-QP,4,8.124420340921217,0.9658030731902285,0.7767839586361073,True,True,True,nan
10,disturbed,CBF-QP,5,8.126310795073548,0.7542199215589627,0.614474123238009,True,True,True,nan
10,disturbed,CBF-QP,6,8.12313360468163,0.7212799269266129,0.5622690673644449,True,True,True,nan
10,disturbed,CBF-QP,7,8.125197169513111,1.0573811076789996,0.7434102649819425,False,True,True,nan
10,disturbed,CBF-QP,8,8.123247324481776,1.3173458135571612,0.8027040668707367,False,True,True,nan
10,disturbed,CBF-QP,9,8.131581605319068,0.7517833479340679,0.8001734195061211,True,True,True,nan
10,disturbed,CBF-QP,10,8.119013493353139,0.7269461062807137,0.9362095803536352,True,True,True,nan
10,disturbed,CBF-QP,11,8.14355242125049,0.7624334880738916,0.4741396312425037,True,True,True,nan
10,disturbed,CBF-QP,12,8.104392347883376,0.6940079260229779,0.9469266750299403,True,True,True,nan
10,disturbed,CBF-QP,13,8.135412179629387,0.7218592494808976,0.5755090238597362,True,True,True,nan
10,disturbed,CBF-QP,14,8.121363626182362,0.7433406381792989,0.7484716962020616,True,True,True,nan
10,disturbed,CBF-QP,15,8.12916981657325,1.1430868977660746,0.9530911923448065,False,True,True,nan
10,disturbed,CBF-QP,16,8.12427382289725,0.6686607566852791,0.5672161894832614,True,True,True,nan
10,disturbed,CBF-QP,17,8.12144501833763,0.7481933112854221,0.813924046755382,True,True,True,nan
10,disturbed,CBF-QP,18,8.13633196394549,0.7836036171989363,0.6523298721497905,True,True,True,nan
10,disturbed,CBF-QP,19,8.130166509811005,0.782984533743894,0.8454173082640929,True,True,True,nan
10,disturbed,CBF-QP,20,8.13127781341191,1.0145200110801318,0.7829272120104698,False,True,True,nan
10,disturbed,CBF-QP,21,8.148501450352013,0.7702291563500744,0.7361784618471753,True,True,True,nan
10,disturbed,CBF-QP,22,8.112704959520423,0.7402720364881751,0.875386827409991,True,True,True,nan
10,disturbed,CBF-QP,23,8.129340988610943,0.7423403699227978,0.887735931336318,True,True,True,nan
10,disturbed,CBF-QP,24,8.116229535741116,0.7270036564789696,0.6770820608251126,True,True,True,nan
15,nominal,GA-STT,0,4.027262132828349,0.48834730607929566,0.8713193794255544,True,True,True,nan
15,nominal,GA-STT,1,4.468019218852155,0.48620384652898585,0.8539447522465677,True,True,True,nan
15,nominal,GA-STT,2,4.166315944980509,0.4850987631335894,0.8129329236494258,True,True,True,nan
15,nominal,GA-STT,3,3.779694189758493,0.4923715168290969,1.1329156628542885,True,True,True,nan
15,nominal,GA-STT,4,4.242310440851718,0.4832750362589645,0.8904575408177169,True,True,True,nan
15,nominal,GA-STT,5,4.039840741938501,0.4881523416419237,0.9731424031160378,True,True,True,nan
15,nominal,GA-STT,6,4.586203968365128,0.48458148650499233,0.7272969501407041,True,True,True,nan
15,nominal,GA-STT,7,4.251295912722495,0.4855559022850851,0.758261761783344,True,True,True,nan
15,nominal,GA-STT,8,4.126356982921183,0.4976539768712942,0.8362872085951902,True,True,True,nan
15,nominal,GA-STT,9,4.086430013926874,0.48340159616519024,0.7982419567223961,True,True,True,nan
15,nominal,GA-STT,10,4.400988982295767,0.4824427962400668,0.8053868381160088,True,True,True,nan
15,nominal,GA-STT,11,4.28582207210773,0.4861643967931412,0.7778192181499166,True,True,True,nan
15,nominal,GA-STT,12,4.349721937376798,0.4323114247006557,0.8236373970095144,True,True,True,nan
15,nominal,GA-STT,13,4.296734642007175,0.471004240728594,0.7889427053484095,True,True,True,nan
15,nominal,GA-STT,14,4.104914216331801,0.4861453949701653,0.7398137839485915,True,True,True,nan
15,nominal,GA-STT,15,3.960937488933236,0.49228880384152157,0.7494226116303668,True,True,True,nan
15,nominal,GA-STT,16,4.126598605942353,0.4856606101576528,0.8266314281915228,True,True,True,nan
15,nominal,GA-STT,17,4.10756899431803,0.48093775194583543,0.9165933500462304,True,True,True,nan
15,nominal,GA-STT,18,4.2476427235869885,0.48435043908206565,0.7299888950979105,True,True,True,nan
15,nominal,GA-STT,19,4.074587869702973,0.4523646062488868,0.7380863993828033,True,True,True,nan
15,nominal,GA-STT,20,4.404737483871792,0.4586167743773986,0.7559740747369476,True,True,True,nan
15,nominal,GA-STT,21,4.281618495253041,0.48262836109724433,0.7413190086534271,True,True,True,nan
15,nominal,GA-STT,22,4.559502481331983,0.48899178924861725,0.5788086553965217,True,True,True,nan
15,nominal,GA-STT,23,4.545301449061764,0.42276129648676036,0.7563742540793836,True,True,True,nan
15,nominal,GA-STT,24,4.446805984197046,0.482791241105108,0.7062641861796067,True,True,True,nan
15,nominal,Baseline,0,3.9712947666009026,0.7438915436845434,0.6715918678989378,True,True,False,nan
15,nominal,Baseline,1,4.377905266922182,0.71750944448848,0.7747860267903603,True,True,True,nan
15,nominal,Baseline,2,4.067188010759216,0.6766032990924251,0.6682047236182103,True,True,False,nan
15,nominal,Baseline,3,3.8427938741309124,0.7476561184830545,0.9733357745348303,True,True,False,nan
15,nominal,Baseline,4,4.136256728020315,0.655292200148324,0.8597796415243626,True,True,True,nan
15,nominal,Baseline,5,3.971632452875493,0.7430867023817685,0.8174717915186094,True,True,False,nan
15,nominal,Baseline,6,4.489182459834423,0.6673878680782711,0.6146778363194207,True,True,True,nan
15,nominal,Baseline,7,4.146149598354844,0.6888808544301106,0.6513189921312132,True,True,True,nan
15,nominal,Baseline,8,4.02122857747756,0.7495446693916897,0.7558904300080816,True,True,False,nan
15,nominal,Baseline,9,3.970795098669877,0.6740179028414587,0.6785612814112805,True,True,False,nan
15,nominal,Baseline,10,4.303854524984018,0.6784123745268845,0.7051845444018678,True,True,True,nan
15,nominal,Baseline,11,4.186935633160708,0.7160838616258383,0.6757217433706937,True,True,True,nan
15,nominal,Baseline,12,4.236916604676492,0.7185966357000498,0.6264922004645903,True,True,True,nan
15,nominal,Baseline,13,4.179940835534024,0.5924225241947878,0.7238579334412372,True,True,True,nan
15,nominal,Baseline,14,4.00984668817138,0.7192720473675301,0.5737782854820489,True,True,False,nan
15,nominal,Baseline,15,3.900881370003031,0.7430145652233746,0.5665236634499761,True,True,False,nan
15,nominal,Baseline,16,4.027254462370935,0.7283802811419104,0.6905619181483349,True,True,True,nan
15,nominal,Baseline,17,4.010822271366636,0.6612926394321054,0.8285205001163429,True,True,True,nan
15,nominal,Baseline,18,4.163037314360791,0.6645324141851838,0.6356466015783339,True,True,True,nan
15,nominal,Baseline,19,3.9540849165112135,0.6925983018185332,0.5328029221731264,True,True,False,nan
15,nominal,Baseline,20,4.310250588854618,0.5579407602194278,0.6548420724383525,True,True,True,nan
15,nominal,Baseline,21,4.168090988599301,0.6482501960329208,0.6774072733575125,True,True,True,nan
15,nominal,Baseline,22,4.533270819096417,0.7447658302751995,0.5126563628992593,True,True,True,nan
15,nominal,Baseline,23,4.426066119547275,0.786031469830702,0.5173511557676171,True,True,False,nan
15,nominal,Baseline,24,4.346036925995603,0.6539385885790413,0.38303531064292995,True,True,False,nan
15,nominal,CBF-QP,0,10.261102169511004,0.7392245606249499,0.7181728766084403,True,True,True,nan
15,nominal,CBF-QP,1,10.273435405438086,0.7397918982929509,0.6496948260005486,True,True,True,nan
15,nominal,CBF-QP,2,10.248351196722606,1.24105747449794,0.721711672611406,False,True,True,nan
15,nominal,CBF-QP,3,10.253714642626523,0.7400721907754233,1.1551744957475432,True,True,True,nan
15,nominal,CBF-QP,4,10.259062946239826,1.3211885210711938,0.9139565182806993,False,True,True,nan
15,nominal,CBF-QP,5,10.253581747624844,0.7567238253105811,0.8394703305210411,True,True,True,nan
15,nominal,CBF-QP,6,10.266779559770976,1.2372344127752117,0.7327513195178368,False,True,True,nan
15,nominal,CBF-QP,7,10.257760888661986,1.1172939725539435,0.8235935760560504,False,True,True,nan
15,nominal,CBF-QP,8,10.262028121443183,0.986564483949733,0.8285603940440535,True,True,True,nan
15,nominal,CBF-QP,9,10.244257581272386,1.1424316736281788,0.867506694261527,False,True,True,nan
15,nominal,CBF-QP,10,10.261484108145135,1.0896686534747133,0.7033813624361129,False,True,True,nan
15,nominal,CBF-QP,11,10.204171984192655,0.7464808068556078,0.7315498441106985,True,True,True,nan
15,nominal,CBF-QP,12,10.126898711591473,0.7866164735345142,0.8018642615411385,True,True,True,nan
15,nominal,CBF-QP,13,10.114799787468776,1.2119387242727633,0.7388740562408567,False,True,True,nan
15,nominal,CBF-QP,14,10.0884235401596,0.7609863945110854,0.7086204653512752,True,True,True,nan
15,nominal,CBF-QP,15,10.109897960768642,0.740656070429648,0.8034257846714161,True,True,True,nan
15,nominal,CBF-QP,16,10.10884340481209,0.8022472610318337,0.7424306867037376,True,True,True,nan
15,nominal,CBF-QP,17,10.137005224540276,0.9688535517130855,0.8319129664591758,True,True,True,nan
15,nominal,CBF-QP,18,10.108948547122543,1.0776281544617474,0.5936682864501936,False,True,True,nan
15,nominal,CBF-QP,19,10.1324977185408,1.1323289113373658,0.7923163464230705,False,True,True,nan
15,nominal,CBF-QP,20,10.11591000820809,1.1665763406398617,0.6676403034891242,False,True,True,nan
15,nominal,CBF-QP,21,10.127056626812532,1.2952134498367964,0.745886317964187,False,True,True,nan
15,nominal,CBF-QP,22,10.124725132188626,0.7392232342489785,0.6446583847050837,True,True,True,nan
15,nominal,CBF-QP,23,10.12360953383495,0.8604409278861318,0.6555546658868117,True,True,True,nan
15,nominal,CBF-QP,24,10.123851290958552,1.3351335963752005,0.7413525446355312,False,True,True,nan
15,disturbed,GA-STT,0,4.486907285260047,0.5189799313003136,0.8065316417126572,True,True,True,nan
15,disturbed,GA-STT,1,4.050116283366792,0.4631583711721449,0.7734971861749353,True,True,True,nan
15,disturbed,GA-STT,2,4.086904049338038,0.5923533354964542,0.7707793180247173,True,True,False,nan
15,disturbed,GA-STT,3,4.035201822270078,0.602354196997953,1.0899902079489439,True,True,False,nan
15,disturbed,GA-STT,4,4.421167269447841,0.5916440988298867,0.6415342025231319,True,True,False,nan
15,disturbed,GA-STT,5,4.380532139778165,0.6473794551327148,0.7426390318629534,True,True,False,nan
15,disturbed,GA-STT,6,3.9896507286553686,0.46563671280024216,1.058781719024229,True,True,True,nan
15,disturbed,GA-STT,7,4.02910606135265,0.5763342309692778,0.8859851263145364,True,True,False,nan
15,disturbed,GA-STT,8,3.997855962041585,0.4641278358108057,0.9441380395226104,True,True,True,nan
15,disturbed,GA-STT,9,4.424601326382447,0.6070219751502869,0.6227188867674301,True,True,False,nan
15,disturbed,GA-STT,10,4.283029121450351,0.5004591644309936,0.7866579221744985,True,True,True,nan
15,disturbed,GA-STT,11,4.016764455410833,0.508916801053324,0.732808575406934,True,True,True,nan
15,disturbed,GA-STT,12,4.282903340299929,0.6292258050460078,0.7258142965417627,True,True,False,nan
15,disturbed,GA-STT,13,4.303565098672808,0.5110342474483642,0.7426338056621258,True,True,True,nan
15,disturbed,GA-STT,14,4.393515984187527,0.5617232861726121,0.7427652162479601,True,True,False,nan
15,disturbed,GA-STT,15,3.987532708397558,0.4493735671702012,0.87336533938511,True,True,True,nan
15,disturbed,GA-STT,16,4.075686684367406,0.5030042285831696,0.8320727763057358,True,True,True,nan
15,disturbed,GA-STT,17,4.28788835420794,0.47429580771093227,0.8665867903669854,True,True,True,nan
15,disturbed,GA-STT,18,4.9150722156876085,0.4887270936403312,0.7324349348308065,True,True,True,nan
15,disturbed,GA-STT,19,4.090067395327107,0.6519171874826212,0.7233264614609166,True,True,False,nan
15,disturbed,GA-STT,20,4.182601557252214,0.5574823453605489,0.6489940368361573,True,True,True,nan
15,disturbed,GA-STT,21,3.9242602726125035,0.6561229016843579,1.1011645551915634,True,True,False,nan
15,disturbed,GA-STT,22,3.9644293042464267,0.6902965244668465,0.5914935630906464,True,True,False,nan
15,disturbed,GA-STT,23,4.184879141049005,0.4996987310668723,0.6845950712595438,True,True,True,nan
15,disturbed,GA-STT,24,4.409178169503203,0.6251073499692514,0.8006183623905178,True,True,True,nan
15,disturbed,Baseline,0,4.385744932315717,0.7547141258871289,0.6149061498619487,True,True,True,nan
15,disturbed,Baseline,1,3.923695804541602,0.708820075867056,0.6601833577550864,True,True,False,nan
15,disturbed,Baseline,2,3.967216129665811,0.7303824308943099,0.6490864458731618,True,True,False,nan
15,disturbed,Baseline,3,3.922842261222145,0.6718926704693153,1.1008521507507976,True,True,True,nan
15,disturbed,Baseline,4,4.306084265008187,0.6826860348559919,0.6881291497252218,True,True,True,nan
15,disturbed,Baseline,5,4.290270934842054,0.5809880600852525,0.747060477094575,True,True,True,nan
15,disturbed,Baseline,6,3.870279457306061,0.7171848750835386,0.8350525564871678,True,True,False,nan
15,disturbed,Baseline,7,3.9211308241640297,0.7138046268493727,0.7754687980546637,True,True,False,nan
15,disturbed,Baseline,8,3.864120285878426,0.7048486562544397,0.7656475534540323,True,True,False,nan
15,disturbed,Baseline,9,4.312702806446263,0.7425781834733001,0.6213791518681882,True,True,False,nan
15,disturbed,Baseline,10,4.175516239725061,0.6218597392235448,0.7114662405242483,True,True,True,nan
15,disturbed,Baseline,11,3.897073352952405,0.6965837987010003,0.5777537760122351,True,True,False,nan
15,disturbed,Baseline,12,4.191935375711826,0.7841325196143075,0.6401673618671854,True,True,True,nan
15,disturbed,Baseline,13,4.191676887420715,0.7151727822957419,0.753237100017095,True,True,True,nan
15,disturbed,Baseline,14,4.275279492725091,0.6385716160539638,0.5386688837180033,True,True,False,nan
15,disturbed,Baseline,15,3.8636641429525023,0.68775841024823,0.6496832286197274,True,True,False,nan
15,disturbed,Baseline,16,3.9569438627446214,0.717472190852162,0.7485035987056825,True,True,True,nan
15,disturbed,Baseline,17,4.151519629361958,0.5857920903314338,0.5157430003639073,True,True,True,nan
15,disturbed,Baseline,18,4.790583373200906,0.655463360033343,0.47147933549654925,True,True,True,nan
15,disturbed,Baseline,19,3.965408733074064,0.7598273042218171,0.6118065152405346,True,True,False,nan
15,disturbed,Baseline,20,4.065011600246631,0.7290159530293511,0.6831998726504322,True,True,False,nan
15,disturbed,Baseline,21,3.798073059455917,0.7762843761721505,0.9004453724765904,True,True,False,nan
15,disturbed,Baseline,22,3.8588913327107264,0.7498744849480851,0.7114985866075851,True,True,False,nan
15,disturbed,Baseline,23,4.0698714566650445,0.5891811977014917,0.5760564584789799,True,True,False,nan
15,disturbed,Baseline,24,4.2979582612174365,0.7313786515482987,0.5581424998739928,True,True,False,nan
15,disturbed,CBF-QP,0,10.118283249850316,0.9599619271062324,0.6482093563327587,True,True,True,nan
15,disturbed,CBF-QP,1,10.124380884890014,0.7237065428261894,0.8316356514378496,True,True,True,nan
15,disturbed,CBF-QP,2,10.1132344857597,0.7406896924318588,0.7357030730463827,True,True,True,nan
15,disturbed,CBF-QP,3,10.126834138530162,1.058178451032108,1.0321803252703186,False,True,True,nan
15,disturbed,CBF-QP,4,10.12822642377793,1.3960120561363225,0.6510957370360517,False,True,True,nan
15,disturbed,CBF-QP,5,10.220715013926993,1.1562583939079882,0.7286627616227246,False,True,True,nan
15,disturbed,CBF-QP,6,10.124596538907623,0.7156513071714841,0.7395396105338076,True,True,True,nan
15,disturbed,CBF-QP,7,10.131809520558505,0.715949290862429,0.8121018031716909,True,True,True,nan
15,disturbed,CBF-QP,8,10.128395653373675,0.7328771098476472,0.9510514752926663,True,True,True,nan
15,disturbed,CBF-QP,9,10.133826211874478,0.8551212727874639,0.6627000444340491,True,True,True,nan
15,disturbed,CBF-QP,10,10.129126224547873,1.144305648470567,0.7548866984251528,False,True,True,nan
15,disturbed,CBF-QP,11,10.122916638202069,0.6495492627094481,0.7065359313500925,True,True,True,nan
15,disturbed,CBF-QP,12,10.130114192280134,0.9119070300669145,0.7153401738662418,True,True,True,nan
15,disturbed,CBF-QP,13,10.154729970908447,0.7661316642008142,0.5807154957658822,True,True,True,nan
15,disturbed,CBF-QP,14,10.279122203028031,1.3711001418367696,0.7763567735772645,False,True,True,nan
15,disturbed,CBF-QP,15,10.123537308029224,1.0649428143531732,0.9613559434251804,False,True,True,nan
15,disturbed,CBF-QP,16,10.109638087295814,0.7439966730236454,0.7265169121788289,True,True,True,nan
15,disturbed,CBF-QP,17,10.14206116445895,1.2466482939118195,0.5728396717070713,False,True,True,nan
15,disturbed,CBF-QP,18,10.12162509360436,1.2370545088628282,0.5104085084204042,False,True,True,nan
15,disturbed,CBF-QP,19,10.131982420003913,0.7901437386237365,0.7272379194892703,True,True,True,nan
15,disturbed,CBF-QP,20,10.116580798225932,0.7491346932215689,0.7086616818043889,True,True,True,nan
15,disturbed,CBF-QP,21,10.126536550915704,0.7407835758333474,1.0764493741342314,True,True,True,nan
15,disturbed,CBF-QP,22,10.102911822915607,0.7506482591068094,0.8560228217199484,True,True,True,nan
15,disturbed,CBF-QP,23,10.137280919026077,1.1040615114911307,0.7623447336527314,False,True,True,nan
15,disturbed,CBF-QP,24,10.12934641427366,1.0188037825709921,0.6550307641061823,False,True,True,nan
20,nominal,GA-STT,0,4.46483800319086,0.49284490267717534,0.7508305848043062,True,True,True,nan
20,nominal,GA-STT,1,4.5687436907012575,0.48657564746155146,0.7816768592471659,True,True,True,nan
20,nominal,GA-STT,2,4.670315922822444,0.4875306863566088,0.7957211452431137,True,True,True,nan
20,nominal,GA-STT,3,4.8380901031102646,0.4860407857881797,0.8737752109385188,True,True,True,nan
20,nominal,GA-STT,4,4.882687965218011,0.48603546548841237,0.7835872411722609,True,True,True,nan
20,nominal,GA-STT,5,4.719307081583501,0.47250279434068176,0.7697462328438535,True,True,True,nan
20,nominal,GA-STT,6,nan,nan,nan,False,False,False,nan
20,nominal,GA-STT,7,5.208290609746658,0.48750250073478935,0.7340297882241059,True,True,True,nan
20,nominal,GA-STT,8,4.634876303614087,0.45833875964670373,0.9475012889656497,True,True,True,nan
20,nominal,GA-STT,9,5.122351719793388,0.47833383862389683,0.7893237116691212,True,True,True,nan
20,nominal,GA-STT,10,4.619898798236119,0.4742369241965387,0.7338521589370421,True,True,True,nan
20,nominal,GA-STT,11,4.851113672996423,0.48292298775121156,0.7882590941594818,True,True,True,nan
20,nominal,GA-STT,12,4.797681755837476,0.48440658704597184,0.8357795033932207,True,True,True,nan
20,nominal,GA-STT,13,4.68038844466545,0.4340382227777914,0.7102957746765433,True,True,True,nan
20,nominal,GA-STT,14,5.409141240354528,0.48601537348894797,0.7853372409687475,True,True,True,nan
20,nominal,GA-STT,15,4.704851096774005,0.475607215012675,0.8410248136427037,True,True,True,nan
20,nominal,GA-STT,16,4.4423186141600235,0.48715995254014416,0.8584450979419036,True,True,True,nan
20,nominal,GA-STT,17,4.725994082862284,0.482244885276946,0.7034320942852554,True,True,True,nan
20,nominal,GA-STT,18,4.704352843136579,0.4754101350289902,0.8349807458193618,True,True,True,nan
20,nominal,GA-STT,19,4.843256982291795,0.46686357512297405,0.7469563538482503,True,True,True,nan
20,nominal,GA-STT,20,4.694250555361328,0.4863243482393571,0.9514619674899868,True,True,True,nan
20,nominal,GA-STT,21,4.801938452881904,0.48624284514844496,0.8301095946372761,True,True,True,nan
20,nominal,GA-STT,22,5.1575512239038055,0.484986240952049,0.6114714658299315,True,True,True,nan
20,nominal,GA-STT,23,4.482739662246744,0.49945847904825774,0.7416616513592807,True,True,True,nan
20,nominal,GA-STT,24,4.845220120808046,0.485885445862612,0.8250794223301031,True,True,True,nan
20,nominal,Baseline,0,4.408019578763158,0.7430613850342982,0.5660699259286797,True,True,False,nan
20,nominal,Baseline,1,4.493269614156621,0.7291506444083986,0.6164991511560958,True,True,False,nan
20,nominal,Baseline,2,4.629899411766439,0.741897547983733,0.617452115471249,True,True,False,nan
20,nominal,Baseline,3,4.748643173302238,0.7084412923405234,0.7655476665637557,True,True,True,nan
20,nominal,Baseline,4,4.815967726118724,0.7080001178706326,0.7257614218888173,True,True,True,nan
20,nominal,Baseline,5,4.614664216306958,0.6078621706475396,0.7001189107792833,True,True,True,nan
20,nominal,Baseline,6,6.222885803915585,0.7708129915754466,0.4562949579087865,True,True,False,nan
20,nominal,Baseline,7,5.117954235301827,0.7413530401483712,0.6662234480160906,True,True,True,nan
20,nominal,Baseline,8,4.534270271335249,0.5642667623842851,0.9557579604934939,True,True,True,nan
20,nominal,Baseline,9,5.034884580651229,0.6305628808211968,0.7422192409307113,True,True,True,nan
20,nominal,Baseline,10,4.520460542680678,0.6098054500805956,0.6041679761309204,True,True,False,nan
20,nominal,Baseline,11,4.756784932333561,0.6501802767333423,0.7467393174379786,True,True,True,nan
20,nominal,Baseline,12,4.694292168881243,0.6661587624243073,0.6358291774335572,True,True,True,nan
20,nominal,Baseline,13,4.568079924104666,0.8333416304151062,0.41974518216563467,True,True,False,nan
20,nominal,Baseline,14,5.320754468692428,0.7076272932932087,0.6984538135010832,True,True,True,nan
20,nominal,Baseline,15,4.58985778557432,0.6083994115615854,0.7966931755489661,True,True,True,nan
20,nominal,Baseline,16,4.383265660351047,0.738825463692125,0.6932114142268555,True,True,False,nan
20,nominal,Baseline,17,4.6245132802047255,0.6571150465305051,0.5275120343272341,True,True,False,nan
20,nominal,Baseline,18,4.61802432512555,0.6157079073695584,0.7640136060920187,True,True,True,nan
20,nominal,Baseline,19,4.741057343446397,0.5947025414163395,0.6731240314617787,True,True,True,nan
20,nominal,Baseline,20,4.607604214422162,0.7225883379086319,0.8583511524136596,True,True,True,nan
20,nominal,Baseline,21,4.707070186586453,0.7193505116711604,0.6290738279505592,True,True,True,nan
20,nominal,Baseline,22,5.060520780525051,0.6884505229301521,0.5871908312855356,True,True,False,nan
20,nominal,Baseline,23,4.374643147375128,0.7538234175426645,0.573041749751617,True,True,False,nan
20,nominal,Baseline,24,4.752244820381812,0.7022082579285773,0.6140578786132124,True,True,True,nan
20,nominal,CBF-QP,0,12.212385827334504,0.7404828148777785,0.8261571242986578,True,True,True,nan
20,nominal,CBF-QP,1,12.21438562999312,0.8345133440829098,0.7851587766540915,True,True,True,nan
20,nominal,CBF-QP,2,12.207184692615474,0.739223112438954,0.6876918876175737,True,True,True,nan
20,nominal,CBF-QP,3,12.21163709741517,0.9113985462245713,0.6303768315797977,True,True,True,nan
20,nominal,CBF-QP,4,12.216574048068377,0.8935584903895792,0.6631375265379409,True,True,True,nan
20,nominal,CBF-QP,5,12.226704329531964,1.3463380621182623,0.8196063313923448,False,True,True,nan
20,nominal,CBF-QP,6,12.295146553444582,1.0336886971590182,0.6342509690289461,False,True,True,nan
20,nominal,CBF-QP,7,12.259660475028635,0.7623830897342112,0.7181103572404843,True,True,True,nan
20,nominal,CBF-QP,8,12.230064584450728,1.1691261500978616,0.9676623690050669,False,True,True,nan
20,nominal,CBF-QP,9,12.226903385193605,1.3505671061634477,0.6989287337151562,False,True,True,nan
20,nominal,CBF-QP,10,12.232885139142683,1.2254909985482811,0.795256556959983,False,True,True,nan
20,nominal,CBF-QP,11,12.219698759012447,1.265015633724421,0.7676132145776793,False,True,True,nan
20,nominal,CBF-QP,12,12.22307816065279,1.2034792276425927,0.7080587094617059,False,True,True,nan
20,nominal,CBF-QP,13,12.227615818482944,1.0509563400827806,0.6598419646350502,False,True,True,nan
20,nominal,CBF-QP,14,12.237295729263632,0.9353505600819179,0.6566901720444667,True,True,True,nan
20,nominal,CBF-QP,15,12.226246891858933,1.1735917872626433,0.7931484837342728,False,True,True,nan
20,nominal,CBF-QP,16,12.21752874256171,0.7491149790785271,0.8243556532709506,True,True,True,nan
20,nominal,CBF-QP,17,12.23183343580792,1.2340285151663002,0.8465324588098933,False,True,True,nan
20,nominal,CBF-QP,18,12.220194932324272,1.2191584075673696,0.8470445842436476,False,True,True,nan
20,nominal,CBF-QP,19,12.204156359903376,1.4130244991300853,0.6237390612990035,False,True,True,nan
20,nominal,CBF-QP,20,12.205095944352022,0.7392397541313867,0.8438583771474475,True,True,True,nan
20,nominal,CBF-QP,21,12.203796628078942,0.74111185936793,0.7551517083825949,True,True,True,nan
20,nominal,CBF-QP,22,12.239728237190418,0.8617466324165839,0.6236306565334517,True,True,True,nan
20,nominal,CBF-QP,23,12.21118376595597,1.1599553706972405,0.86855754599261,False,True,True,nan
20,nominal,CBF-QP,24,12.238140117637036,0.816213413291684,0.7036411512902174,True,True,True,nan
20,disturbed,GA-STT,0,4.7870238659130795,0.49232926275188943,0.7822113239781991,True,True,True,nan
20,disturbed,GA-STT,1,5.054990259325814,0.46141302970802156,0.6586739566596834,True,True,True,nan
20,disturbed,GA-STT,2,5.172603876657731,0.5246992485560305,0.7038825273295368,True,True,True,nan
20,disturbed,GA-STT,3,4.604238036692117,0.5267202495573371,0.8969526173829542,True,True,False,nan
20,disturbed,GA-STT,4,4.718870697034767,0.43840457815579253,0.8384541711064408,True,True,True,nan
20,disturbed,GA-STT,5,4.684376300448438,0.7885031556025145,0.6366298863509309,True,True,False,nan
20,disturbed,GA-STT,6,5.149726089195328,0.4470944145931883,0.6777621308138887,True,True,True,nan
20,disturbed,GA-STT,7,4.78631421568098,0.4430841336231205,0.9101767855190412,True,True,True,nan
20,disturbed,GA-STT,8,4.529405457314141,0.4450471933195317,0.9105883759657638,True,True,True,nan
20,disturbed,GA-STT,9,4.622325943708509,0.6179270487780395,0.6946282293146153,True,True,False,nan
20,disturbed,GA-STT,10,5.132266313092761,0.4834687978468594,0.6116194252363072,True,True,True,nan
20,disturbed,GA-STT,11,4.62513900061876,0.6827431401063175,1.0465245925906017,True,True,False,nan
20,disturbed,GA-STT,12,4.920354063242422,0.4718210062070508,0.7614115331706084,True,True,True,nan
20,disturbed,GA-STT,13,5.663851365580722,0.518276855177842,0.750340512087549,True,True,True,nan
20,disturbed,GA-STT,14,5.746387963936942,0.5630839249070315,0.6950808486647896,True,True,False,nan
20,disturbed,GA-STT,15,4.929130687532173,0.49698120822856784,0.7473736343548621,True,True,True,nan
20,disturbed,GA-STT,16,4.727366373790033,0.47814287030062974,0.7151045631763303,True,True,True,nan
20,disturbed,GA-STT,17,5.013200916522338,0.5846068556314579,0.7244057248754785,True,True,True,nan
20,disturbed,GA-STT,18,5.062557718517925,0.4747310143849337,0.8880672960935989,True,True,True,nan
20,disturbed,GA-STT,19,4.670681139765704,0.5886261787159998,0.7417446250178755,True,True,False,nan
20,disturbed,GA-STT,20,5.008693700827701,0.5925764405294986,0.8004295556639496,True,True,False,nan
20,disturbed,GA-STT,21,5.165832621773292,0.5708079758114059,0.7374780764914303,True,True,False,nan
20,disturbed,GA-STT,22,4.654168870335854,0.615173725866984,0.814205700384377,True,True,False,nan
20,disturbed,GA-STT,23,4.802218898815392,0.523612137246996,0.5914310127235097,True,True,False,nan
20,disturbed,GA-STT,24,4.48043321948642,0.6345395348775895,1.2801200760097582,True,True,False,nan
20,disturbed,Baseline,0,4.684271807095532,0.6480882376621353,0.6768454453722825,True,True,False,nan
20,disturbed,Baseline,1,4.957592444659942,0.6855388604457172,0.6948194932056341,True,True,True,nan
20,disturbed,Baseline,2,5.057085589486219,0.6061913153282456,0.6585772202991547,True,True,True,nan
20,disturbed,Baseline,3,4.492223461725168,0.7008065901525216,0.9141079763952424,True,True,False,nan
20,disturbed,Baseline,4,4.615945363048099,0.5650140234734307,0.8072067676915269,True,True,True,nan
20,disturbed,Baseline,5,4.564604509802625,0.7861827081509647,0.5767908344529056,True,True,False,nan
20,disturbed,Baseline,6,5.045150144204135,0.6879982460480238,0.6502561485392404,True,True,True,nan
